ID,Recovery Rate
1001,17.72979854
1002,21.07552646
1003,27.07903512
1004,26.86892335
1005,17.99774145
1006,29.48882643
1007,17.61974106
1008,23.35708081
1009,28.52622182
1010,15.6898653
1011,23.61277481
1012,21.86417511
1013,17.86066084
1014,15.04650893
1015,59.47445817
1016,60.90581324
1017,59.47445817
1018,59.28145019
1019,57.57718911
1020,59.10188596
1021,58.04664156
1022,58.04664156
1023,22.39086775
1024,29.11635642
1025,32.92171157
1026,23.81571206
1027,30.13122805
1028,31.68690294
1029,55.25615804
1030,22.79752596
1031,23.26697842
1032,45.55657383
1033,21.71130352
1034,32.20912382
1035,31.44313985
1036,31.44313985
1037,43.81112312
1038,24.46637304
1039,23.6482127
1040,61.98382878
1041,26.95846577
1042,45.55657383
1043,43.08695657
1044,46.86848563
1045,42.47583146
1046,45.55657383
1047,45.55657383
1048,45.55657383
1049,45.55657383
1050,42.2108459
1051,25.7660903
1052,43.44565453
1053,25.7660903
1054,48.34705735
1055,45.55657383
1056,41.74139345
1057,47.66749312
1058,46.86848563
1059,45.00132942
1060,45.55657383
1061,45.55657383
1062,43.85231274
1063,31.20059362
1064,16.73953534
1065,15.3400697
1066,14.61701605
1067,14.21035784
1068,16.32127713
1069,12.70302375
1070,12.97554921
1071,29.13138419
1072,33.92143722
1073,31.81051792
1074,47.20396723
1075,26.01816705
1076,36.19562373
1077,23.66965082
1078,51.4488259
1079,51.4488259
1080,52.32493656
1081,53.55974519
1082,52.35548411
1083,51.09012793
1084,57.13983585
1085,75.00230072
1086,67.98997861
1087,67.98997861
1088,75.00230072
1089,67.98997861
1090,68.86608927
1091,67.31041438
1092,52.32493656
1093,64.64425069
1094,67.98997861
1095,67.84139242
1096,66.75516998
1097,70.1008979
1098,28.49497513
1099,15.96455949
1100,29.30654303
1101,13.42760814
1102,12.70098071
1103,20.15633657
1104,23.38981833
1105,25.4489347
1106,27.50108108
1107,20.0279404
1108,23.97954082
1109,23.13404174
1110,58.32602768
1111,40.16956363
1112,25.9667114
1113,26.87451163
1114,7.777036093
1115,27.65076375
1116,24.76359234
1117,15.97052502
1118,17.82944766
1119,25.16274997
1120,21.82604501
1121,11.13936614
1122,15.48525696
1123,25.47042039
1124,32.85715402
1125,25.03026301
1126,8.696170163
1127,9.981830346
1128,42.76587794
1129,24.03560922
1130,22.9723385
1131,24.61380534
1132,22.9723385
1133,27.92898572
1134,30.59434912
1135,24.56547209
1136,24.43445389
1137,28.39130691
1138,27.39484268
1139,27.39484268
1140,22.89284633
1141,26.64523246
1142,23.44809073
1143,23.30567179
1144,26.83142935
1145,27.07909006
1146,37.79173685
1147,10.77626578
1148,42.96834392
1149,15.580116
1150,34.06560003
1151,29.5535026
1152,20.97893455
1153,39.06515698
1154,12.90663555
1155,21.1204365
1156,22.96637023
1157,14.71853148
1158,40.08985384
1159,8.509481703
1160,48.45651436
1161,13.24152335
1162,30.25901476
1163,29.8847392
1164,16.27046468
1165,8.508546528
1166,29.04420442
1167,40.26917869
1168,28.68212905
1169,27.82511194
1170,23.38658275
1171,25.46188278
1172,39.94790373
1173,21.10196999
1174,39.94790373
1175,32.74624091
1176,36.91494644
1177,17.82415548
1178,30.02886949
1179,31.37587154
1180,22.7919024
1181,30.66056139
1182,24.25076052
1183,20.6874931
1184,29.16338764
1185,26.65951794
1186,39.22275383
1187,28.00225035
1188,27.16397921
1189,22.00957212
1190,18.07799238
1191,21.06502234
1192,6.869883821
1193,27.35578702
1194,17.66178459
1195,29.20405895
1196,18.0684428
1197,9.119983945
1198,22.73642508
1199,31.90889768
1200,34.01981697
1201,19.09313966
1202,24.46535378
1203,39.06446888
1204,41.17538817
1205,29.15069131
1206,25.40927479
1207,23.78578955
1208,11.35098406
1209,27.71871526
1210,9.140036243
1211,20.41626097
1212,5.400962736
1213,21.20824184
1214,18.01523386
1215,10.09690984
1216,21.65206301
1217,22.73828545
1218,22.33162723
1219,22.87168251
1220,25.31865719
1221,21.12987749
1222,27.78425536
1223,20.73812064
1224,54.17839582
1225,55.41320445
1226,48.49529314
1227,52.62272093
1228,53.70894336
1229,55.41320445
1230,53.30228515
1231,55.41320445
1232,54.17839582
1233,51.82371344
1234,52.62272093
1235,41.70480961
1236,52.62272093
1237,52.62272093
1238,50.60621243
1239,53.30228515
1240,37.99529314
1241,38.8714038
1242,50.60621243
1243,57.52412374
1244,10.24929898
1245,10.24929898
1246,11.80497387
1247,9.694054575
1248,4.550974525
1249,24.9896238
1250,22.92097887
1251,7.498004786
1252,4.427921809
1253,22.27324633
1254,30.9807558
1255,25.37370703
1256,25.37531577
1257,31.66881983
1258,32.30964815
1259,33.18575882
1260,41.37594772
1261,35.22974327
1262,15.06344616
1263,56.92468416
1264,49.91236205
1265,53.10950378
1266,59.03560345
1267,52.04222168
1268,55.68987553
1269,53.57895624
1270,54.13420064
1271,42.90003994
1272,57.80079482
1273,54.13420064
1274,40.56887438
1275,49.62210321
1276,35.20396722
1277,59.03560345
1278,49.62210321
1279,52.02328134
1280,52.89939201
1281,53.57895624
1282,54.13420064
1283,59.03560345
1284,56.92468416
1285,54.13420064
1286,51.7330225
1287,56.92468416
1288,52.02328134
1289,54.13420064
1290,56.92468416
1291,40.78912065
1292,54.13420064
1293,35.20396722
1294,41.66523131
1295,52.02328134
1296,33.09304793
1297,31.8582393
1298,38.84725677
1299,36.73360641
1300,20.77234231
1301,12.43958443
1302,28.79822361
1303,34.46776769
1304,31.8445257
1305,30.60971707
1306,29.73360641
1307,30.81982884
1308,28.17793151
1309,29.73360641
1310,11.8709395
1311,31.43150654
1312,19.12551643
1313,25.01353361
1314,22.90261431
1315,28.85027728
1316,31.25145542
1317,29.82010035
1318,37.56114475
1319,35.87550756
1320,39.69068794
1321,35.11015139
1322,12.55093804
1323,31.62148187
1324,47.05718336
1325,25.56461438
1326,16.27872498
1327,38.65868144
1328,47.12813389
1329,39.68337829
1330,30.09718067
1331,46.88747954
1332,25.0197435
1333,17.96868455
1334,42.03018464
1335,25.57751902
1336,12.08587303
1337,31.56403107
1338,35.71333024
1339,36.04659169
1340,42.71100175
1341,31.80427711
1342,29.69005912
1343,32.68718726
1344,37.78443812
1345,31.11473866
1346,29.49670819
1347,30.42133776
1348,13.27808504
1349,46.56791916
1350,33.35137341
1351,28.92970414
1352,35.02936002
1353,33.2221622
1354,31.81861931
1355,32.19746534
1356,28.52893823
1357,30.09070835
1358,23.58236516
1359,34.44742293
1360,52.78782457
1361,29.74342829
1362,54.01527598
1363,28.07194195
1364,28.56687918
1365,27.64630914
1366,24.72621403
1367,44.14110393
1368,45.25130526
1369,42.78197548
1370,25.37580069
1371,27.47161226
1372,28.18190239
1373,26.06392982
1374,29.73715207
1375,44.92514644
1376,62.47327622
1377,29.96962028
1378,30.40542142
1379,41.20203422
1380,33.13622994
1381,13.3156951
1382,28.445803
1383,12.81315472
1384,17.5622209
1385,20.76759247
1386,44.94626407
1387,30.60971707
1388,21.80450096
1389,47.74053095
1390,38.28345034
1391,35.81383309
1392,26.99453783
1393,35.49296682
1394,38.28345034
1395,35.49296682
1396,41.19163606
1397,42.06774673
1398,46.96914954
1399,43.30255536
1400,44.85823025
1401,46.96914954
1402,44.3887778
1403,34.51549231
1404,36.34550989
1405,43.30255536
1406,44.86453062
1407,44.61446716
1408,48.20395817
1409,51.68860172
1410,44.3887778
1411,73.89955333
1412,30.47723012
1413,31.71203875
1414,31.15679434
1415,18.40093084
1416,14.17909225
1417,24.45847583
1418,16.03282142
1419,18.50243867
1420,32.26804814
1421,30.83108424
1422,32.44721046
1423,32.30042253
1424,27.46370277
1425,31.67321925
1426,31.20376679
1427,32.90802788
1428,32.90802788
1429,28.68618929
1430,25.61776903
1431,32.22846365
1432,19.36926038
1433,15.71195515
1434,17.94719427
1435,23.43841062
1436,32.90802788
1437,32.22846365
1438,29.82573444
1439,25.72879257
1440,48.38728774
1441,38.13483353
1442,40.53344845
1443,34.65904396
1444,29.13510551
1445,25.76415972
1446,21.63299135
1447,16.29472238
1448,18.69590051
1449,15.19965342
1450,18.69590051
1451,56.84908629
1452,25.81689225
1453,48.33449379
1454,39.5158016
1455,52.18921554
1456,33.75643591
1457,33.75643591
1458,62.0475296
1459,59.3813659
1460,57.82569101
1461,53.25393811
1462,58.91191345
1463,59.00019247
1464,59.93661031
1465,17.08752626
1466,14.17146303
1467,14.31491558
1468,28.85503309
1469,33.07687168
1470,33.39773794
1471,33.07687168
1472,12.63766395
1473,15.22113771
1474,31.80598027
1475,31.41623745
1476,14.34388926
1477,35.67308117
1478,31.41623745
1479,26.60424972
1480,14.02302299
1481,25.41417466
1482,30.72782234
1483,31.75251919
1484,40.60446514
1485,36.82631641
1486,36.02730892
1487,19.30629297
1488,18.44957206
1489,18.44299804
1490,49.50781469
1491,19.08990337
1492,28.62016253
1493,61.59798803
1494,21.11829896
1495,29.34758061
1496,24.14801836
1497,29.34758061
1498,14.01228915
1499,52.63314857
1500,50.87571696
1501,48.32899652
1502,36.64295919
1503,23.07250212
1504,29.92115527
1505,11.94276051
1506,29.15880449
1507,59.27745538
1508,35.02147195
1509,30.1071089
1510,38.59137824
1511,15.44469768
1512,28.4598643
1513,13.4935421
1514,47.08291229
1515,46.26933817
1516,46.26933817
1517,45.79988572
1518,94.38434265
1519,41.14401242
1520,23.60542409
1521,45.33244233
1522,13.21378444
1523,14.96124359
1524,41.82357664
1525,39.71265735
1526,39.90920379
1527,36.92827075
1528,15.31232354
1529,14.84536856
1530,11.5313876
1531,29.92115527
1532,28.04876172
1533,39.70927805
1534,10.39751311
1535,29.06489587
1536,56.41540907
1537,45.18124838
1538,52.19357049
1539,56.41540907
1540,23.97095406
1541,45.58790659
1542,50.66850302
1543,60.08200326
1544,50.08265119
1545,29.17755377
1546,34.85560689
1547,33.22631854
1548,24.52755149
1549,26.53522657
1550,22.86863238
1551,30.23518664
1552,18.37685972
1553,30.76511508
1554,22.98970835
1555,35.23122519
1556,20.59973616
1557,25.89547507
1558,32.5657501
1559,29.98537835
1560,17.28217087
1561,5.864259562
1562,32.77630084
1563,58.19590725
1564,59.81188932
1565,61.36756421
1566,60.13275558
1567,60.49145354
1568,27.06487052
1569,25.81000841
1570,11.05113239
1571,28.8691529
1572,56.72476772
1573,59.19438498
1574,33.62170724
1575,31.51078794
1576,14.94828997
1577,13.35800774
1578,30.73204322
1579,30.49676088
1580,17.48915402
1581,30.26731812
1582,24.33730003
1583,21.50050758
1584,66.16643954
1585,64.25210169
1586,60.05529556
1587,24.31053752
1588,68.62329256
1589,27.69423819
1590,38.77638796
1591,64.63885259
1592,71.13885259
1593,29.16980729
1594,30.63197624
1595,28.05662286
1596,31.01643868
1597,48.55943177
1598,16.23631554
1599,16.83301351
1600,18.9439328
