"V1","V2"
"1",1002,31.5091131749044
"2",1001,26.4035450927363
"3",1004,48.1395998915097
"4",1003,48.4602296588937
"5",1005,27.9163850414162
"6",1006,29.0362145976546
"7",1007,26.9709205577984
"8",1008,32.3451674975281
"9",1009,25.9795108170175
"10",1010,30.5415756570132
"11",1012,36.6852364461358
"12",1011,28.5998329787925
"13",1013,30.4156878547807
"14",1014,21.0145937400533
"15",1026,34.8982153415293
"16",1031,36.0442199378429
"17",1033,33.6702659714122
"18",1030,35.3278372804773
"19",1023,34.7072783961618
"20",1024,31.4214725844203
"21",1035,24.6935452239351
"22",1036,24.6935452239351
"23",1028,25.0655267662168
"24",1034,20.1838114175396
"25",1025,26.9498400364603
"26",1027,22.691572799786
"27",1018,68.1123954279453
"28",1015,59.1621244218497
"29",1016,61.3463668090246
"30",1019,65.5116995003362
"31",1020,67.0753830031957
"32",1022,66.2280821577018
"33",1017,59.1621244218497
"34",1021,66.2280821577018
"35",1029,61.9698149210276
"36",1037,36.1881571378428
"37",1040,77.6731650686661
"38",1039,30.6428544838548
"39",1038,32.3015505150504
"40",1041,36.1044745421487
"41",1060,59.8210433337708
"42",1056,53.9990925942371
"43",1057,63.0422981456954
"44",1054,64.0793105704451
"45",1059,58.973742488277
"46",1048,59.8210433337708
"47",1055,59.8210433337708
"48",1046,59.8210433337708
"49",1053,55.5627760970966
"50",1051,55.5627760970966
"51",1062,57.2203474061617
"52",1058,61.8230157579199
"53",1052,56.5997885218462
"54",1047,59.8210433337708
"55",1042,59.8210433337708
"56",1045,55.1198422095605
"57",1032,59.8210433337708
"58",1049,59.8210433337708
"59",1061,59.8210433337708
"60",1050,54.7154752516027
"61",1043,56.0524167932838
"62",1044,61.8230157579199
"63",1065,17.1164959198245
"64",1063,23.1478905577991
"65",1064,19.2520751571943
"66",1066,15.3094685138632
"67",1070,12.8045963593042
"68",1069,12.3887235448958
"69",1068,17.9101644414723
"70",1067,14.6889096295477
"71",1071,24.5226377165352
"72",1072,27.2542518322725
"73",1073,24.0329970203479
"74",1074,47.7171737631784
"75",1075,19.8151119769892
"76",1076,30.9837455770515
"77",1077,20.1738303017207
"78",1097,80.0227231425699
"79",1094,76.8014683306453
"80",1080,52.0448523818581
"81",1081,53.9291656521016
"82",1095,76.574726369467
"83",1088,87.5022451911688
"84",1090,78.1384098723264
"85",1087,76.8014683306453
"86",1089,76.8014683306453
"87",1083,50.1605391116146
"88",1091,75.7644559058957
"89",1084,57.1921993608554
"90",1079,50.707910840177
"91",1078,50.707910840177
"92",1096,74.9171550604018
"93",1082,51.3284697244925
"94",1085,87.5022451911688
"95",1092,52.0448523818581
"96",1093,71.6959002484772
"97",1086,76.8014683306453
"98",1100,34.2050003889761
"99",1098,27.9128393459684
"100",1099,25.4333480289538
"101",1101,19.5505051825717
"102",1102,18.4416744760359
"103",1103,29.5016629890331
"104",1105,19.4064430745421
"105",1104,16.2642393253654
"106",1106,22.6348749589448
"107",1107,10.8225662531365
"108",1109,19.2446642807998
"109",1110,48.535124201928
"110",1111,20.8284291341103
"111",1108,26.6060104301563
"112",1113,21.62925509349
"113",1112,20.2439553903087
"114",1115,22.8138128738098
"115",1114,10.6582846022441
"116",1116,18.4080002815654
"117",1117,22.6356752361399
"118",1118,22.5232448107927
"119",1119,19.5376572237551
"120",1120,24.1931105169785
"121",1121,19.9394919014432
"122",1123,21.8430915443715
"123",1122,25.7622346692103
"124",1124,24.2162531309933
"125",1125,19.5101252861486
"126",1127,14.5433361594632
"127",1126,12.5814236109072
"128",1133,42.7430671665876
"129",1134,19.314225740054
"130",1135,18.5071614086158
"131",1129,31.514071603063
"132",1130,16.2983155735548
"133",1131,18.8031877281139
"134",1132,16.2983155735548
"135",1128,40.2464876626194
"136",1138,32.0909337098096
"137",1139,32.0909337098096
"138",1137,27.4885752401029
"139",1136,21.4504325742114
"140",1140,16.2849317624144
"141",1142,17.1322326079082
"142",1141,22.011058728898
"143",1145,24.2244003758509
"144",1144,27.9592997133395
"145",1143,16.1293225917471
"146",1146,63.922356191169
"147",1147,10.5692993793838
"148",1148,34.2377690472036
"149",1150,31.9066436576613
"150",1151,25.021200146276
"151",1149,31.4986089515307
"152",1152,49.3047906110209
"153",1158,52.5260454229455
"154",1153,50.9623619200861
"155",1157,23.6592590076279
"156",1156,27.0380258580239
"157",1155,24.2211380040571
"158",1154,19.4197430680759
"159",1159,12.8596575741812
"160",1164,18.1640832105799
"161",1160,29.9655414361797
"162",1165,-0.728242681252556
"163",1163,9.14205290555094
"164",1161,1.91627335241403
"165",1162,9.71319598181321
"166",1166,27.6881839594568
"167",1167,32.6802639921999
"168",1170,4.25506369354559
"169",1169,6.45025376150204
"170",1171,7.42196363622412
"171",1168,7.75805860371247
"172",1174,16.8766789110358
"173",1172,16.8766789110358
"174",1173,14.059791057069
"175",1176,25.4953445120785
"176",1175,19.1339157264343
"177",1177,7.49259926985882
"178",1178,14.8478914103614
"179",1182,44.0518168810038
"180",1179,23.20321355194
"181",1183,25.5996003247904
"182",1181,24.6927662077284
"183",1180,26.7279776187242
"184",1184,15.7374384791787
"185",1185,11.916542845304
"186",1186,35.751149866007
"187",1187,41.6332399018961
"188",1188,45.1237062823716
"189",1191,21.9697442561848
"190",1189,23.4111236388922
"191",1190,17.411547902579
"192",1192,20.9273112031835
"193",1197,20.949663767555
"194",1196,32.4048069282096
"195",1201,33.9684904310691
"196",1195,37.1897452429937
"197",1194,31.7842480438941
"198",1193,3.83243374172156
"199",1198,9.41738549652516
"200",1200,33.380666062412
"201",1199,30.1594112504874
"202",1205,14.5752719009244
"203",1206,7.25106504360032
"204",1204,16.1389554037839
"205",1203,12.9177005918592
"206",1202,4.94490873894501
"207",1207,3.90789631419536
